,category,scientific_name,common_names,conservation_group,park_name,observations
9600,Vascular Plant,Eriogonum incanum,Frosted Buckwheat,None,Bryce National Park,120
9601,Vascular Plant,Eriogonum incanum,Frosted Buckwheat,None,Yellowstone National Park,265
9602,Vascular Plant,Eriogonum incanum,Frosted Buckwheat,None,Great Smoky Mountains National Park,85
9603,Vascular Plant,Eriogonum incanum,Frosted Buckwheat,None,Yosemite National Park,135
9604,Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,None,Great Smoky Mountains National Park,76
9605,Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,None,Yellowstone National Park,239
9606,Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,None,Yosemite National Park,134
9607,Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,None,Bryce National Park,81
9608,Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,None,Bryce National Park,149
9609,Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,None,Yosemite National Park,136
9610,Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,None,Great Smoky Mountains National Park,70
9611,Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,None,Yellowstone National Park,262
9612,Vascular Plant,Eriogonum wrightii var. trachygonum,"Shrubby Buckwheat, Bastardsage",None,Yellowstone National Park,283
9613,Vascular Plant,Eriogonum wrightii var. trachygonum,"Shrubby Buckwheat, Bastardsage",None,Yosemite National Park,174
9614,Vascular Plant,Eriogonum wrightii var. trachygonum,"Shrubby Buckwheat, Bastardsage",None,Bryce National Park,101
9615,Vascular Plant,Eriogonum wrightii var. trachygonum,"Shrubby Buckwheat, Bastardsage",None,Great Smoky Mountains National Park,79
9616,Vascular Plant,Polygonum arenastrum,"Ovalleaf Knotweed, Matweed, Oval-Leaf Knotweed, Common Knotweed, Doorweed, Prostrate Knotweed",None,Yellowstone National Park,264
9617,Vascular Plant,Polygonum arenastrum,"Ovalleaf Knotweed, Matweed, Oval-Leaf Knotweed, Common Knotweed, Doorweed, Prostrate Knotweed",None,Bryce National Park,81
9618,Vascular Plant,Polygonum arenastrum,"Ovalleaf Knotweed, Matweed, Oval-Leaf Knotweed, Common Knotweed, Doorweed, Prostrate Knotweed",None,Yosemite National Park,151
9619,Vascular Plant,Polygonum arenastrum,"Ovalleaf Knotweed, Matweed, Oval-Leaf Knotweed, Common Knotweed, Doorweed, Prostrate Knotweed",None,Great Smoky Mountains National Park,62
9620,Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,None,Great Smoky Mountains National Park,68
9621,Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,None,Bryce National Park,95
9622,Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,None,Yosemite National Park,128
9623,Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,None,Yellowstone National Park,223
9624,Vascular Plant,Cornus sericea ssp. sericea,"Tatarian Dogwood, Redosier Dogwood, Siberian Dogwood",None,Great Smoky Mountains National Park,75
9625,Vascular Plant,Cornus sericea ssp. sericea,"Tatarian Dogwood, Redosier Dogwood, Siberian Dogwood",None,Bryce National Park,81
9626,Vascular Plant,Cornus sericea ssp. sericea,"Tatarian Dogwood, Redosier Dogwood, Siberian Dogwood",None,Yosemite National Park,185
9627,Vascular Plant,Cornus sericea ssp. sericea,"Tatarian Dogwood, Redosier Dogwood, Siberian Dogwood",None,Yellowstone National Park,275
9628,Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,None,Yellowstone National Park,241
9629,Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,None,Bryce National Park,102
9630,Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,None,Great Smoky Mountains National Park,67
9631,Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,None,Yosemite National Park,138
9632,Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",None,Great Smoky Mountains National Park,69
9633,Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",None,Yosemite National Park,162
9634,Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",None,Yellowstone National Park,238
9635,Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",None,Bryce National Park,100
9636,Vascular Plant,Cornus nuttallii,Pacific Dogwood,None,Yosemite National Park,145
9637,Vascular Plant,Cornus nuttallii,Pacific Dogwood,None,Great Smoky Mountains National Park,48
9638,Vascular Plant,Cornus nuttallii,Pacific Dogwood,None,Bryce National Park,97
9639,Vascular Plant,Cornus nuttallii,Pacific Dogwood,None,Yellowstone National Park,281
9640,Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",None,Bryce National Park,143
9641,Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",None,Yellowstone National Park,277
9642,Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",None,Great Smoky Mountains National Park,59
9643,Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",None,Yosemite National Park,143
9644,Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",None,Great Smoky Mountains National Park,43
9645,Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",None,Bryce National Park,99
9646,Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",None,Yosemite National Park,148
9647,Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",None,Yellowstone National Park,240
9648,Vascular Plant,Rumex pulcher,Fiddle Dock,None,Bryce National Park,99
9649,Vascular Plant,Rumex pulcher,Fiddle Dock,None,Yellowstone National Park,248
9650,Vascular Plant,Rumex pulcher,Fiddle Dock,None,Yosemite National Park,161
9651,Vascular Plant,Rumex pulcher,Fiddle Dock,None,Great Smoky Mountains National Park,67
9652,Vascular Plant,Rumex conglomeratus,"Sharp Dock, Clustered Dock",None,Great Smoky Mountains National Park,48
9653,Vascular Plant,Rumex conglomeratus,"Sharp Dock, Clustered Dock",None,Yellowstone National Park,246
9654,Vascular Plant,Rumex conglomeratus,"Sharp Dock, Clustered Dock",None,Bryce National Park,94
9655,Vascular Plant,Rumex conglomeratus,"Sharp Dock, Clustered Dock",None,Yosemite National Park,156
9656,Vascular Plant,Pterostegia drymarioides,"Woodland Threadstem, Woodland Pterostegia",None,Yellowstone National Park,276
9657,Vascular Plant,Pterostegia drymarioides,"Woodland Threadstem, Woodland Pterostegia",None,Yosemite National Park,136
9658,Vascular Plant,Pterostegia drymarioides,"Woodland Threadstem, Woodland Pterostegia",None,Bryce National Park,80
9659,Vascular Plant,Pterostegia drymarioides,"Woodland Threadstem, Woodland Pterostegia",None,Great Smoky Mountains National Park,117
9660,Vascular Plant,Polygonum shastense,Shasta Knotweed,None,Great Smoky Mountains National Park,77
9661,Vascular Plant,Polygonum shastense,Shasta Knotweed,None,Bryce National Park,85
9662,Vascular Plant,Polygonum shastense,Shasta Knotweed,None,Yosemite National Park,187
9663,Vascular Plant,Polygonum shastense,Shasta Knotweed,None,Yellowstone National Park,231
9664,Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",None,Great Smoky Mountains National Park,46
9665,Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",None,Yellowstone National Park,213
9666,Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",None,Yosemite National Park,162
9667,Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",None,Bryce National Park,118
9668,Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,None,Great Smoky Mountains National Park,49
9669,Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,None,Yellowstone National Park,226
9670,Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,None,Bryce National Park,106
9671,Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,None,Yosemite National Park,164
9672,Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",None,Yellowstone National Park,252
9673,Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",None,Bryce National Park,119
9674,Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",None,Yosemite National Park,132
9675,Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",None,Great Smoky Mountains National Park,38
9676,Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,None,Yellowstone National Park,252
9677,Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,None,Great Smoky Mountains National Park,71
9678,Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,None,Bryce National Park,74
9679,Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,None,Yosemite National Park,141
9680,Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,None,Great Smoky Mountains National Park,58
9681,Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,None,Yosemite National Park,155
9682,Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,None,Yellowstone National Park,246
9683,Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,None,Bryce National Park,89
9684,Vascular Plant,Polygonum californicum,California Knotweed,None,Yellowstone National Park,304
9685,Vascular Plant,Polygonum californicum,California Knotweed,None,Great Smoky Mountains National Park,117
9686,Vascular Plant,Polygonum californicum,California Knotweed,None,Yosemite National Park,117
9687,Vascular Plant,Polygonum californicum,California Knotweed,None,Bryce National Park,120
9688,Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,None,Yosemite National Park,111
9689,Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,None,Great Smoky Mountains National Park,99
9690,Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,None,Yellowstone National Park,259
9691,Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,None,Bryce National Park,118
9692,Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,None,Yosemite National Park,167
9693,Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,None,Great Smoky Mountains National Park,84
9694,Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,None,Yellowstone National Park,254
9695,Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,None,Bryce National Park,109
9696,Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,None,Yellowstone National Park,263
9697,Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,None,Great Smoky Mountains National Park,70
9698,Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,None,Bryce National Park,61
9699,Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,None,Yosemite National Park,174
9700,Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,None,Great Smoky Mountains National Park,62
9701,Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,None,Bryce National Park,68
9702,Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,None,Yellowstone National Park,255
9703,Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,None,Yosemite National Park,141
9704,Vascular Plant,Lessingia leptoclada,Sierra Lessingia,None,Great Smoky Mountains National Park,94
9705,Vascular Plant,Lessingia leptoclada,Sierra Lessingia,None,Yosemite National Park,162
9706,Vascular Plant,Lessingia leptoclada,Sierra Lessingia,None,Yellowstone National Park,217
9707,Vascular Plant,Lessingia leptoclada,Sierra Lessingia,None,Bryce National Park,109
9708,Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,None,Bryce National Park,104
9709,Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,None,Yosemite National Park,141
9710,Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,None,Great Smoky Mountains National Park,69
9711,Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,None,Yellowstone National Park,234
9712,Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,None,Yellowstone National Park,254
9713,Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,None,Yosemite National Park,150
9714,Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,None,Great Smoky Mountains National Park,71
9715,Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,None,Bryce National Park,87
9716,Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",None,Bryce National Park,88
9717,Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",None,Great Smoky Mountains National Park,109
9718,Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",None,Yellowstone National Park,243
9719,Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",None,Yosemite National Park,137
9720,Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",None,Yellowstone National Park,258
9721,Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",None,Great Smoky Mountains National Park,125
9722,Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",None,Bryce National Park,101
9723,Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",None,Yosemite National Park,141
9724,Vascular Plant,Hulsea nana,Dwarf Alpinegold,None,Yellowstone National Park,238
9725,Vascular Plant,Hulsea nana,Dwarf Alpinegold,None,Yosemite National Park,170
9726,Vascular Plant,Hulsea nana,Dwarf Alpinegold,None,Great Smoky Mountains National Park,59
9727,Vascular Plant,Hulsea nana,Dwarf Alpinegold,None,Bryce National Park,105
9728,Vascular Plant,Madia bolanderi,Bolander's Madia,None,Yosemite National Park,152
9729,Vascular Plant,Madia bolanderi,Bolander's Madia,None,Great Smoky Mountains National Park,119
9730,Vascular Plant,Madia bolanderi,Bolander's Madia,None,Yellowstone National Park,268
9731,Vascular Plant,Madia bolanderi,Bolander's Madia,None,Bryce National Park,114
9732,Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",None,Great Smoky Mountains National Park,85
9733,Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",None,Yellowstone National Park,250
9734,Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",None,Bryce National Park,142
9735,Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",None,Yosemite National Park,145
9736,Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,None,Yosemite National Park,129
9737,Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,None,Yellowstone National Park,266
9738,Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,None,Great Smoky Mountains National Park,76
9739,Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,None,Bryce National Park,105
9740,Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",None,Yosemite National Park,156
9741,Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",None,Bryce National Park,110
9742,Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",None,Great Smoky Mountains National Park,67
9743,Vascular Plant,Hieracium scouleri,"Houndstongue Hawkweed, Scouler's Woollyweed, Woolyweed",None,Yellowstone National Park,244
9744,Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",None,Yellowstone National Park,255
9745,Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",None,Yosemite National Park,145
9746,Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",None,Great Smoky Mountains National Park,92
9747,Vascular Plant,Hieracium horridum,"Prickly Hawkweed, Shaggy Hawkweed",None,Bryce National Park,89
9748,Vascular Plant,Hieracium gracile,Slender Hawkweed,None,Yellowstone National Park,246
9749,Vascular Plant,Hieracium gracile,Slender Hawkweed,None,Yosemite National Park,146
9750,Vascular Plant,Hieracium gracile,Slender Hawkweed,None,Bryce National Park,73
9751,Vascular Plant,Hieracium gracile,Slender Hawkweed,None,Great Smoky Mountains National Park,45
9752,Vascular Plant,Hieracium argutum,Southern Hawkweed,None,Bryce National Park,109
9753,Vascular Plant,Hieracium argutum,Southern Hawkweed,None,Yellowstone National Park,239
9754,Vascular Plant,Hieracium argutum,Southern Hawkweed,None,Yosemite National Park,152
9755,Vascular Plant,Hieracium argutum,Southern Hawkweed,None,Great Smoky Mountains National Park,88
9756,Vascular Plant,Heterotheca villosa var. villosa,"Hairy False Golden-Aster, Hairy False Goldenaster",None,Yellowstone National Park,276
