,category,scientific_name,conservation_status,common_names,park_name,observations
11370,Vascular Plant,Fleischmannia incarnata,None,Pink Thoroughwort,Yellowstone National Park,227
11371,Vascular Plant,Fleischmannia incarnata,None,Pink Thoroughwort,Yosemite National Park,156
11372,Vascular Plant,Eurybia surculosa,None,Creeping Aster,Yosemite National Park,131
11373,Vascular Plant,Eurybia surculosa,None,Creeping Aster,Great Smoky Mountains National Park,73
11374,Vascular Plant,Eurybia surculosa,None,Creeping Aster,Bryce National Park,95
11375,Vascular Plant,Eurybia surculosa,None,Creeping Aster,Yellowstone National Park,226
11376,Vascular Plant,Eurybia macrophylla,None,Bigleaf Aster,Bryce National Park,81
11377,Vascular Plant,Eurybia macrophylla,None,Bigleaf Aster,Yosemite National Park,130
11378,Vascular Plant,Eurybia macrophylla,None,Bigleaf Aster,Great Smoky Mountains National Park,76
11379,Vascular Plant,Eurybia macrophylla,None,Bigleaf Aster,Yellowstone National Park,234
11380,Vascular Plant,Eurybia divaricata,None,White Wood Aster,Yellowstone National Park,227
11381,Vascular Plant,Eurybia divaricata,None,White Wood Aster,Bryce National Park,90
11382,Vascular Plant,Eurybia divaricata,None,White Wood Aster,Yosemite National Park,144
11383,Vascular Plant,Eurybia divaricata,None,White Wood Aster,Great Smoky Mountains National Park,97
11384,Vascular Plant,Eurybia chlorolepis,None,Mountain Aster,Yellowstone National Park,216
11385,Vascular Plant,Eurybia chlorolepis,None,Mountain Aster,Bryce National Park,95
11386,Vascular Plant,Eurybia chlorolepis,None,Mountain Aster,Great Smoky Mountains National Park,91
11387,Vascular Plant,Eurybia chlorolepis,None,Mountain Aster,Yosemite National Park,113
11388,Vascular Plant,Eupatorium steelei,None,Appalachian Joe-Pye-Weed,Bryce National Park,101
11389,Vascular Plant,Eupatorium steelei,None,Appalachian Joe-Pye-Weed,Great Smoky Mountains National Park,81
11390,Vascular Plant,Eupatorium steelei,None,Appalachian Joe-Pye-Weed,Yosemite National Park,93
11391,Vascular Plant,Eupatorium steelei,None,Appalachian Joe-Pye-Weed,Yellowstone National Park,272
11392,Vascular Plant,Eupatorium sessilifolium,None,Upland Boneset,Yosemite National Park,148
11393,Vascular Plant,Eupatorium sessilifolium,None,Upland Boneset,Great Smoky Mountains National Park,79
11394,Vascular Plant,Eupatorium sessilifolium,None,Upland Boneset,Yellowstone National Park,292
11395,Vascular Plant,Eupatorium sessilifolium,None,Upland Boneset,Bryce National Park,89
11396,Vascular Plant,Eupatorium coelestinum,None,Blue Boneset,Great Smoky Mountains National Park,81
11397,Vascular Plant,Eupatorium coelestinum,None,Blue Boneset,Bryce National Park,106
11398,Vascular Plant,Eupatorium coelestinum,None,Blue Boneset,Yosemite National Park,142
11399,Vascular Plant,Eupatorium coelestinum,None,Blue Boneset,Yellowstone National Park,261
11400,Vascular Plant,Eupatorium serotinum,None,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",Yellowstone National Park,241
11401,Vascular Plant,Eupatorium serotinum,None,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",Great Smoky Mountains National Park,78
11402,Vascular Plant,Eupatorium serotinum,None,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",Yosemite National Park,118
11403,Vascular Plant,Eupatorium serotinum,None,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",Bryce National Park,80
11404,Vascular Plant,Eupatorium rotundifolium var. rotundifolium,None,Roundleaf Thoroughwort,Great Smoky Mountains National Park,117
11405,Vascular Plant,Eupatorium rotundifolium var. rotundifolium,None,Roundleaf Thoroughwort,Yosemite National Park,129
11406,Vascular Plant,Eupatorium rotundifolium var. rotundifolium,None,Roundleaf Thoroughwort,Bryce National Park,86
11407,Vascular Plant,Eupatorium rotundifolium var. rotundifolium,None,Roundleaf Thoroughwort,Yellowstone National Park,261
11408,Vascular Plant,Eupatorium rotundifolium var. ovatum,None,Roundleaf Thoroughwort,Yosemite National Park,115
11409,Vascular Plant,Eupatorium rotundifolium var. ovatum,None,Roundleaf Thoroughwort,Bryce National Park,97
11410,Vascular Plant,Eupatorium rotundifolium var. ovatum,None,Roundleaf Thoroughwort,Yellowstone National Park,279
11411,Vascular Plant,Eupatorium rotundifolium var. ovatum,None,Roundleaf Thoroughwort,Great Smoky Mountains National Park,80
11412,Vascular Plant,Eupatorium rotundifolium,None,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",Great Smoky Mountains National Park,85
11413,Vascular Plant,Eupatorium rotundifolium,None,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",Bryce National Park,97
11414,Vascular Plant,Eupatorium rotundifolium,None,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",Yosemite National Park,161
11415,Vascular Plant,Eupatorium rotundifolium,None,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root",Yellowstone National Park,219
11416,Vascular Plant,Eupatorium purpureum,None,"Sweet Or Woodland Joe-Pye-Weed, Sweet Joe-Pye Weed",Yellowstone National Park,266
11417,Vascular Plant,Eupatorium purpureum,None,"Sweet Or Woodland Joe-Pye-Weed, Sweet Joe-Pye Weed",Bryce National Park,127
11418,Vascular Plant,Eupatorium purpureum,None,"Sweet Or Woodland Joe-Pye-Weed, Sweet Joe-Pye Weed",Yosemite National Park,155
11419,Vascular Plant,Eupatorium purpureum,None,"Sweet Or Woodland Joe-Pye-Weed, Sweet Joe-Pye Weed",Great Smoky Mountains National Park,65
11420,Vascular Plant,Eupatorium pilosum,None,Rough Boneset,Great Smoky Mountains National Park,66
11421,Vascular Plant,Eupatorium pilosum,None,Rough Boneset,Yosemite National Park,140
11422,Vascular Plant,Eupatorium pilosum,None,Rough Boneset,Yellowstone National Park,232
11423,Vascular Plant,Eupatorium pilosum,None,Rough Boneset,Bryce National Park,50
11424,Vascular Plant,Eupatorium perfoliatum,None,"Common Boneset, Boneset",Great Smoky Mountains National Park,76
11425,Vascular Plant,Eupatorium perfoliatum,None,"Common Boneset, Boneset",Bryce National Park,137
11426,Vascular Plant,Eupatorium perfoliatum,None,"Common Boneset, Boneset",Yosemite National Park,153
11427,Vascular Plant,Eupatorium perfoliatum,None,"Common Boneset, Boneset",Yellowstone National Park,270
11428,Vascular Plant,Eupatorium maculatum,None,"Spotted Joe-Pye Weed, Joe-Pye-Weed",Bryce National Park,89
11429,Vascular Plant,Eupatorium maculatum,None,"Spotted Joe-Pye Weed, Joe-Pye-Weed",Yellowstone National Park,254
11430,Vascular Plant,Eupatorium maculatum,None,"Spotted Joe-Pye Weed, Joe-Pye-Weed",Yosemite National Park,123
11431,Vascular Plant,Eupatorium maculatum,None,"Spotted Joe-Pye Weed, Joe-Pye-Weed",Great Smoky Mountains National Park,89
11432,Vascular Plant,Eupatorium hyssopifolium,None,"Narrow-Leaved Snakeroot, Hyssopleaf Thoroughwort",Great Smoky Mountains National Park,91
11433,Vascular Plant,Eupatorium hyssopifolium,None,"Narrow-Leaved Snakeroot, Hyssopleaf Thoroughwort",Bryce National Park,132
11434,Vascular Plant,Eupatorium hyssopifolium,None,"Narrow-Leaved Snakeroot, Hyssopleaf Thoroughwort",Yosemite National Park,163
11435,Vascular Plant,Eupatorium hyssopifolium,None,"Narrow-Leaved Snakeroot, Hyssopleaf Thoroughwort",Yellowstone National Park,277
11436,Vascular Plant,Eupatorium rugosum,None,"Richweed, White Snakeroot, Snakeroot",Great Smoky Mountains National Park,77
11437,Vascular Plant,Eupatorium rugosum,None,"Richweed, White Snakeroot, Snakeroot",Bryce National Park,96
11438,Vascular Plant,Eupatorium rugosum,None,"Richweed, White Snakeroot, Snakeroot",Yellowstone National Park,247
11439,Vascular Plant,Eupatorium rugosum,None,"Richweed, White Snakeroot, Snakeroot",Yosemite National Park,136
11440,Vascular Plant,Lactuca graminifolia,None,Grassleaf Lettuce,Great Smoky Mountains National Park,63
11441,Vascular Plant,Lactuca graminifolia,None,Grassleaf Lettuce,Yellowstone National Park,269
11442,Vascular Plant,Lactuca graminifolia,None,Grassleaf Lettuce,Bryce National Park,93
11443,Vascular Plant,Lactuca graminifolia,None,Grassleaf Lettuce,Yosemite National Park,138
11444,Vascular Plant,Lactuca hirsuta,None,Hairy Lettuce,Bryce National Park,103
11445,Vascular Plant,Lactuca hirsuta,None,Hairy Lettuce,Great Smoky Mountains National Park,49
11446,Vascular Plant,Lactuca hirsuta,None,Hairy Lettuce,Yosemite National Park,129
11447,Vascular Plant,Lactuca hirsuta,None,Hairy Lettuce,Yellowstone National Park,249
11448,Vascular Plant,Lactuca saligna,None,Willowleaf Lettuce,Yosemite National Park,133
11449,Vascular Plant,Lactuca saligna,None,Willowleaf Lettuce,Great Smoky Mountains National Park,79
11450,Vascular Plant,Lactuca saligna,None,Willowleaf Lettuce,Bryce National Park,122
11451,Vascular Plant,Lactuca saligna,None,Willowleaf Lettuce,Yellowstone National Park,270
11452,Vascular Plant,Solidago gigantea,None,"Giant Goldenrod, Tall Goldenrod, A Goldenrod",Great Smoky Mountains National Park,46
11453,Vascular Plant,Solidago gigantea,None,"Giant Goldenrod, Tall Goldenrod, A Goldenrod",Yosemite National Park,121
11454,Vascular Plant,Solidago gigantea,None,"Giant Goldenrod, Tall Goldenrod, A Goldenrod",Bryce National Park,112
11455,Vascular Plant,Solidago gigantea,None,"Giant Goldenrod, Tall Goldenrod, A Goldenrod",Yellowstone National Park,242
11456,Vascular Plant,Solidago flexicaulis,None,"Zig-Zag Goldenrod, A Goldenrod",Great Smoky Mountains National Park,46
11457,Vascular Plant,Solidago flexicaulis,None,"Zig-Zag Goldenrod, A Goldenrod",Yosemite National Park,135
11458,Vascular Plant,Solidago flexicaulis,None,"Zig-Zag Goldenrod, A Goldenrod",Bryce National Park,81
11459,Vascular Plant,Solidago flexicaulis,None,"Zig-Zag Goldenrod, A Goldenrod",Yellowstone National Park,256
11460,Vascular Plant,Solidago flaccidifolia,None,"Thin-Leaved Goldenrod, Appalachian Golden-Rod",Bryce National Park,119
11461,Vascular Plant,Solidago flaccidifolia,None,"Thin-Leaved Goldenrod, Appalachian Golden-Rod",Great Smoky Mountains National Park,74
11462,Vascular Plant,Solidago flaccidifolia,None,"Thin-Leaved Goldenrod, Appalachian Golden-Rod",Yosemite National Park,148
11463,Vascular Plant,Solidago flaccidifolia,None,"Thin-Leaved Goldenrod, Appalachian Golden-Rod",Yellowstone National Park,264
11464,Vascular Plant,Solidago erecta,None,Slender Golden-Rod,Great Smoky Mountains National Park,86
11465,Vascular Plant,Solidago erecta,None,Slender Golden-Rod,Bryce National Park,105
11466,Vascular Plant,Solidago erecta,None,Slender Golden-Rod,Yellowstone National Park,218
11467,Vascular Plant,Solidago erecta,None,Slender Golden-Rod,Yosemite National Park,155
11468,Vascular Plant,Solidago curtisii,None,Mountain Decumbent Goldenrod,Bryce National Park,109
11469,Vascular Plant,Solidago curtisii,None,Mountain Decumbent Goldenrod,Great Smoky Mountains National Park,83
11470,Vascular Plant,Solidago curtisii,None,Mountain Decumbent Goldenrod,Yellowstone National Park,243
11471,Vascular Plant,Solidago curtisii,None,Mountain Decumbent Goldenrod,Yosemite National Park,136
11472,Vascular Plant,Solidago canadensis var. scabra,None,Canada Goldenrod,Bryce National Park,115
11473,Vascular Plant,Solidago canadensis var. scabra,None,Canada Goldenrod,Yellowstone National Park,234
11474,Vascular Plant,Solidago canadensis var. scabra,None,Canada Goldenrod,Yosemite National Park,141
11475,Vascular Plant,Solidago canadensis var. scabra,None,Canada Goldenrod,Great Smoky Mountains National Park,58
11476,Vascular Plant,Solidago caesia,None,"Wreath Goldenrod, Bluestem Goldenrod",Bryce National Park,117
11477,Vascular Plant,Solidago caesia,None,"Wreath Goldenrod, Bluestem Goldenrod",Great Smoky Mountains National Park,76
11478,Vascular Plant,Solidago caesia,None,"Wreath Goldenrod, Bluestem Goldenrod",Yosemite National Park,110
11479,Vascular Plant,Solidago caesia,None,"Wreath Goldenrod, Bluestem Goldenrod",Yellowstone National Park,260
11480,Vascular Plant,Solidago bicolor,None,"White Goldenrod, Silverrod",Great Smoky Mountains National Park,77
11481,Vascular Plant,Solidago bicolor,None,"White Goldenrod, Silverrod",Yosemite National Park,160
11482,Vascular Plant,Solidago bicolor,None,"White Goldenrod, Silverrod",Bryce National Park,95
11483,Vascular Plant,Solidago bicolor,None,"White Goldenrod, Silverrod",Yellowstone National Park,256
11484,Vascular Plant,Solidago glomerata,None,"Skunk Goldenrod, A Goldenrod",Great Smoky Mountains National Park,66
11485,Vascular Plant,Solidago glomerata,None,"Skunk Goldenrod, A Goldenrod",Yellowstone National Park,262
11486,Vascular Plant,Solidago glomerata,None,"Skunk Goldenrod, A Goldenrod",Yosemite National Park,167
11487,Vascular Plant,Solidago glomerata,None,"Skunk Goldenrod, A Goldenrod",Bryce National Park,114
11488,Vascular Plant,Solidago arguta var. caroliniana,None,Carolina Goldenrod,Bryce National Park,133
11489,Vascular Plant,Solidago arguta var. caroliniana,None,Carolina Goldenrod,Yellowstone National Park,302
11490,Vascular Plant,Solidago arguta var. caroliniana,None,Carolina Goldenrod,Yosemite National Park,129
11491,Vascular Plant,Solidago arguta var. caroliniana,None,Carolina Goldenrod,Great Smoky Mountains National Park,60
11492,Vascular Plant,Solidago arguta,None,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Yellowstone National Park,260
11493,Vascular Plant,Solidago arguta,None,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Yosemite National Park,175
11494,Vascular Plant,Solidago arguta,None,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Bryce National Park,102
11495,Vascular Plant,Solidago arguta,None,"Cutleaf Goldenrod, Sharp-Leaved Goldenrod",Great Smoky Mountains National Park,69
11496,Vascular Plant,Solidago altissima,None,Canada Goldenrod,Yellowstone National Park,207
11497,Vascular Plant,Solidago altissima,None,Canada Goldenrod,Yosemite National Park,139
11498,Vascular Plant,Solidago altissima,None,Canada Goldenrod,Great Smoky Mountains National Park,69
11499,Vascular Plant,Solidago altissima,None,Canada Goldenrod,Bryce National Park,51
11500,Vascular Plant,Solidago,None,Goldenrod,Bryce National Park,128
11501,Vascular Plant,Solidago,None,Goldenrod,Yellowstone National Park,254
11502,Vascular Plant,Solidago,None,Goldenrod,Great Smoky Mountains National Park,102
11503,Vascular Plant,Solidago,None,Goldenrod,Yosemite National Park,110
11504,Vascular Plant,Smallanthus uvedalius,None,Hairy Leafcup,Bryce National Park,91
11505,Vascular Plant,Smallanthus uvedalius,None,Hairy Leafcup,Yellowstone National Park,231
11506,Vascular Plant,Smallanthus uvedalius,None,Hairy Leafcup,Yosemite National Park,131
11507,Vascular Plant,Smallanthus uvedalius,None,Hairy Leafcup,Great Smoky Mountains National Park,55
11508,Vascular Plant,Silphium trifoliatum var. trifoliatum,None,Whorled Rosinweed,Great Smoky Mountains National Park,74
11509,Vascular Plant,Silphium trifoliatum var. trifoliatum,None,Whorled Rosinweed,Bryce National Park,98
11510,Vascular Plant,Silphium trifoliatum var. trifoliatum,None,Whorled Rosinweed,Yellowstone National Park,257
11511,Vascular Plant,Silphium trifoliatum var. trifoliatum,None,Whorled Rosinweed,Yosemite National Park,156
11512,Vascular Plant,Silphium compositum,None,"Rosin-Weed, Kindey-Leaf Rosin-Weed",Bryce National Park,122
11513,Vascular Plant,Silphium compositum,None,"Rosin-Weed, Kindey-Leaf Rosin-Weed",Yosemite National Park,90
11514,Vascular Plant,Silphium compositum,None,"Rosin-Weed, Kindey-Leaf Rosin-Weed",Yellowstone National Park,252
11515,Vascular Plant,Silphium compositum,None,"Rosin-Weed, Kindey-Leaf Rosin-Weed",Great Smoky Mountains National Park,104
11516,Vascular Plant,Silphium asteriscus var. laevicaule,None,Rosin-Weed,Yellowstone National Park,256
11517,Vascular Plant,Silphium asteriscus var. laevicaule,None,Rosin-Weed,Bryce National Park,97
11518,Vascular Plant,Silphium asteriscus var. laevicaule,None,Rosin-Weed,Yosemite National Park,155
11519,Vascular Plant,Silphium asteriscus var. laevicaule,None,Rosin-Weed,Great Smoky Mountains National Park,71
11520,Vascular Plant,Silphium asteriscus var. asteriscus,None,Rosin-Weed,Yellowstone National Park,231
11521,Vascular Plant,Silphium asteriscus var. asteriscus,None,Rosin-Weed,Bryce National Park,116
11522,Vascular Plant,Silphium asteriscus var. asteriscus,None,Rosin-Weed,Yosemite National Park,142
11523,Vascular Plant,Silphium asteriscus var. asteriscus,None,Rosin-Weed,Great Smoky Mountains National Park,67
11524,Vascular Plant,Solidago arguta var. arguta,None,Atlantic Goldenrod,Yellowstone National Park,240
11525,Vascular Plant,Solidago arguta var. arguta,None,Atlantic Goldenrod,Great Smoky Mountains National Park,82
11526,Vascular Plant,Solidago arguta var. arguta,None,Atlantic Goldenrod,Bryce National Park,92
11527,Vascular Plant,Solidago arguta var. arguta,None,Atlantic Goldenrod,Yosemite National Park,123
11528,Vascular Plant,Silphium asteriscus,None,"Starry Rosin-Weed, Starry Rosinweed",Yosemite National Park,148
11529,Vascular Plant,Silphium asteriscus,None,"Starry Rosin-Weed, Starry Rosinweed",Bryce National Park,89
11530,Vascular Plant,Silphium asteriscus,None,"Starry Rosin-Weed, Starry Rosinweed",Yellowstone National Park,243
11531,Vascular Plant,Silphium asteriscus,None,"Starry Rosin-Weed, Starry Rosinweed",Great Smoky Mountains National Park,63
11532,Vascular Plant,Solidago hispida,None,"Yellow Hairy Goldenrod, Hairy Goldenrod",Great Smoky Mountains National Park,59
11533,Vascular Plant,Solidago hispida,None,"Yellow Hairy Goldenrod, Hairy Goldenrod",Yosemite National Park,162
11534,Vascular Plant,Solidago hispida,None,"Yellow Hairy Goldenrod, Hairy Goldenrod",Yellowstone National Park,232
11535,Vascular Plant,Solidago hispida,None,"Yellow Hairy Goldenrod, Hairy Goldenrod",Bryce National Park,117
11536,Vascular Plant,Solidago nemoralis var. nemoralis,None,Gray Goldenrod,Bryce National Park,113
11537,Vascular Plant,Solidago nemoralis var. nemoralis,None,Gray Goldenrod,Yellowstone National Park,215
