,category,scientific_name,conservation_status,common_names
1133,Vascular Plant,Polygonum persicaria,None,"Ladysthumb, Spotted Knotweed, Ladys Thumb, Lady's Thumb, Ladysthumb Smartweed, Lady's-Thumb, Spotted Ladysthumb, Spotted Smartweed"
1132,Vascular Plant,Polygonum pensylvanicum,None,Pennsylvania Smartweed
1131,Vascular Plant,Polygonum orientale,None,"Prince's Feather, Kiss-Me-Over-The-Garden-Gate"
1119,Vascular Plant,Polygonum aviculare,None,"Prostrate Knotweed, Yard Knotweed, Bird Knotweed"
1130,Vascular Plant,Polygonum lapathifolium,None,"Curlytop Knotweed, Pale Smartweed, Curlytop Smartweed, Nodding Smartweed, Curltop Ladysthumb, Smartweed, Dock-Leaf Smartweed"
1128,Vascular Plant,Polygonum hydropiper,None,"Annual Smartweed, Mild Water-Pepper, Marshpepper Knotweed"
1127,Vascular Plant,Polygonum erectum,None,"Knotweed, Erect Knotweed"
1126,Vascular Plant,Polygonum cuspidatum,None,Japanese Knotweed
1125,Vascular Plant,Polygonum convolvulus,None,"Climbing Knotweed, Dullseed Cornbind, Climbing Buckwheat, Cornbind, Black Bindweed, Black-Bindweed, Pink Smartweed, Wild Buckwheat"
1124,Vascular Plant,Polygonum coccineum,None,Longroot Smartweed
1123,Vascular Plant,Polygonum cilinode,None,"Fringed Black Bindweed, Fringed Climbing Buckwheat"
1122,Vascular Plant,Polygonum cespitosum,None,"Oriental Ladysthumb, Oriental Lady's Thumb"
1121,Vascular Plant,Polygonum caespitosum var. longisetum,None,"Oriental Ladysthumb, Oriental Lady's Thumb"
1129,Vascular Plant,Polygonum hydropiperoides,None,"Swamp Smartweed, A Smartweed"
1096,Vascular Plant,Silene latifolia ssp. alba,None,"White Cockle, White Campion, Evening Lychnis, Bladder Campion, Bladder-Campion"
1095,Vascular Plant,Silene dichotoma,None,Dichotoma Silene
1094,Vascular Plant,Silene armeria,None,Sweet William Silene
1070,Vascular Plant,Amaranthus hybridus,None,"Smooth Amaranth, Amaranthus"
1069,Vascular Plant,Amaranthus albus,None,"Prostrate Pigweed, Pigweed, White Amaranthus, Tumbleweed, Pigweed Amaranth, Tumble Pigweed, White Pigweed"
1068,Vascular Plant,Pachysandra terminalis,None,Pachysandra
1067,Vascular Plant,Pachysandra procumbens,None,American Pachysandra
1066,Vascular Plant,Buxus sempervirens,None,"Common Boxwood, Boxwood"
1065,Vascular Plant,Cleome hassleriana,None,Spider Flower
1064,Vascular Plant,Thlaspi perfoliatum,None,"Pennycress, Perfoliate Penny-Cress"
1063,Vascular Plant,Thlaspi arvense,None,"Frenchweed, Field Pennycress, Stinkweed, Pennycress, Fanweed"
1071,Vascular Plant,Amaranthus retroflexus,None,"Green Amaranthus, Careless Weed, Red-Root Amaranth, Redroot Amaranth, Redroot Pigweed, Rough Pigweed"
1062,Vascular Plant,Sisymbrium officinale,None,"Hedgeweed, Hairypod Hedgemustard, Hedge Tumblemustard, Wild Mustard, Hairy-Pod Hedgemustard, Hedge-Mustard, Hedgemustard, Hedge Mustard"
1060,Vascular Plant,Rorippa palustris ssp. palustris,None,Bog Yellowcress
1059,Vascular Plant,Rorippa palustris ssp. fernaldiana,None,"Bog Yellowcress, Fernald's Yellowcress, Fernald Yellowcress"
1058,Vascular Plant,Rorippa palustris,None,Yellowcress
1057,Vascular Plant,Rorippa nasturtium-aquaticum,None,"Watercress, True Watercress"
1056,Vascular Plant,Rorippa islandica,None,Northern Marsh Yellowcress
1055,Vascular Plant,Raphanus raphanistrum,None,Wild Radish
1054,Vascular Plant,Microthlaspi perfoliatum,None,Claspleaf Pennycress
1053,Vascular Plant,Lunaria annua,None,"Moneyplant, Annual Honesty"
1061,Vascular Plant,Sibara virginica,None,"Virginia Rockcress, Sibara"
1072,Vascular Plant,Amaranthus spinosus,None,"Spiny Amaranth, Spiny Amaranthus"
1073,Vascular Plant,Chenopodium album var. missouriense,None,Missouri Lambsquarters
1074,Vascular Plant,Chenopodium ambrosioides,None,"Fragrant Goosefoot, Wormseed Goosefoot"
1093,Vascular Plant,Silene antirrhina,None,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene"
1092,Vascular Plant,Scleranthus annuus,None,German Knotgrass
1091,Vascular Plant,Saponaria officinalis,None,"Sweet Betty, Soapwort, Bouncing-Bet, Bouncingbet Soapweed, Bouncing Bet, Bouncingbet"
1090,Vascular Plant,Sagina decumbens,None,"Pearlwort, Small-Flowered Pearlwort"
1089,Vascular Plant,Paronychia fastigiata,None,"Cluster-Stemmed Nail-Wort, Forked Chickweed"
1088,Vascular Plant,Paronychia canadensis,None,"Forked Nail-Wort, Forked Chickweed"
1087,Vascular Plant,Paronychia argyrocoma,None,Silvery Nailwort
1086,Vascular Plant,Lychnis coronaria,None,Rose Campion
1085,Vascular Plant,Holosteum umbellatum,None,Jagged Chickweed
1084,Vascular Plant,Dianthus barbatus,None,"Sweetwilliam, Sweet-William, Sweet William"
1083,Vascular Plant,Dianthus armeria,None,"Deptford-Pink, Deptford Pink"
1082,Vascular Plant,Cerastium nutans var. nutans,None,Nodding Chickweed
1081,Vascular Plant,Cerastium glomeratum,None,"Sticky Chickweed, Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
1080,Vascular Plant,Cerastium fontanum ssp. vulgare,None,"Common Mouse-Ear Chickweed, Big Chickweed"
1079,Vascular Plant,Cerastium brachypetalum,None,"Short-Petal Chickweed, Short-Petalled Chickweed"
1078,Vascular Plant,Arenaria serpyllifolia,None,"Thymeleaf Sandwort, Thyme-Leaved Sandwort, Thyme-Leaf Sandwort"
1077,Vascular Plant,Agrostemma githago,None,"Corncockle, Common Corncockle"
1076,Vascular Plant,Opuntia humifusa,None,Pricklypear
1075,Vascular Plant,Chenopodium murale,None,"Pigweed, Nettle-Leaf Goosefoot"
963,Vascular Plant,Symphyotrichum oblongifolium,None,Aromatic Aster
1139,Vascular Plant,Rumex acetosella,None,"Common Sheep Sorrel, Red Sorrel, Field Sorrel, Sheep Sorrell, Sheep Sorrel"
962,Vascular Plant,Symphyotrichum novae-angliae,None,New England Aster
960,Vascular Plant,Symphyotrichum lateriflorum var. lateriflorum,None,Calico Aster
846,Vascular Plant,Helianthus tuberosus,None,"Jerusalem Artichoke, Sunflower"
845,Vascular Plant,Helianthus strumosus,None,Paleleaf Woodland Sunflower
844,Vascular Plant,Helianthus mollis,None,Ashy Sunflower
843,Vascular Plant,Helianthus microcephalus,None,Small Wood Sunflower
842,Vascular Plant,Helianthus maximiliani,None,Maximilian Sunflower
841,Vascular Plant,Helianthus hirsutus,None,Hairy Sunflower
840,Vascular Plant,Helianthus glaucophyllus,None,Whiteleaf Sunflower
839,Vascular Plant,Helianthus giganteus,None,Giant Sunflower
847,Vascular Plant,Heliopsis helianthoides,None,Ox-Eye
838,Vascular Plant,Helianthus divaricatus,None,"Woodland Sunflower, Sessile-Leaved Sunflower"
836,Vascular Plant,Helianthus atrorubens,None,"Purple-Disk Sunflower, Sunflower"
835,Vascular Plant,Helianthus annuus,None,"Common Sunflower, Wild Sunflower, Sunflower, Annual Sunflower"
834,Vascular Plant,Helianthus angustifolius,None,"Narrow-Leaved Sunflower, Swamp Sunflower"
833,Vascular Plant,Helianthus,None,Sunflower
832,Vascular Plant,Helenium flexuosum,None,"Dark-Eyed Sneezeweed, Purple-Head Sneezeweed"
831,Vascular Plant,Helenium autumnale,None,"Common Sneezeweed, Autumn Sneezeweed"
830,Vascular Plant,Helenium amarum,None,"Five-Leaf Sneezeweed, Sneezeweed"
829,Vascular Plant,Gnaphalium obtusifolium,None,"Catfoot, Fragrant Cudweed"
837,Vascular Plant,Helianthus decapetalus,None,"Thin-Leaved Sunflower, Wide-Leaved Sunflower"
828,Vascular Plant,Gnaphalium helleri,None,"Glandular Catfoot, Catfoot"
848,Vascular Plant,Heterotheca camporum,None,Lemonyellow Falsegoldenaster
850,Vascular Plant,Hieracium caespitosum,None,"Yellow Hawkweed, Meadow Hawkweed, Field Hawkweed"
868,Vascular Plant,Lactuca canadensis,None,"Wild Lettuce, Canada Lettuce"
867,Vascular Plant,Lactuca biennis,None,"Tall Blue Lettuce, Wild Blue Lettuce"
866,Vascular Plant,Krigia virginica,None,"Dwarf Dandelion, Virginia Dwarf Dandelion"
865,Vascular Plant,Krigia montana,None,"Mountain Krigia, False Dandelion"
864,Vascular Plant,Krigia dandelion,None,"Dwarf Dandelion, Potato Dandelion"
863,Vascular Plant,Krigia caespitosa,None,Weedy Dwarfdandelion
862,Vascular Plant,Krigia biflora,None,"Dwarf Dandelion, Two-Flowered Dwarf Dandelion"
861,Vascular Plant,Iva annua,None,Iva
849,Vascular Plant,Hieracium aurantiacum,None,Orange Hawkweed
860,Vascular Plant,Ionactis linariifolius,None,"Ionactis, Flaxleaf Aster"
858,Vascular Plant,Hypochaeris radicata,None,"Spotted Cats-Ear, Cat's Ear, Hairy Catsear, Gosmore, Spotted Catsear, Common Cat's-Ear, Hairy Cat's Ear, Frogbit, Spotted Cat's-Ear, Hairy Cats-Ear, False Dandelion"
857,Vascular Plant,Hieracium X marianum,None,Hawkweed
856,Vascular Plant,Hieracium venosum,None,Rattlesnake Hawkweed
855,Vascular Plant,Hieracium scabrum,None,Rough Hawkweed
854,Vascular Plant,Hieracium piloselloides,None,King Devil
853,Vascular Plant,Hieracium pilosella,None,"Mouseear, Mouse-Ear Hawkweed"
852,Vascular Plant,Hieracium paniculatum,None,Panicled Hawkweed
851,Vascular Plant,Hieracium gronovii,None,Hairy Hawkweed
859,Vascular Plant,Inula helenium,None,Elecampane Inula
869,Vascular Plant,Lactuca floridana,None,"Woodland Blue Lettuce, Woodland Lettuce"
827,Vascular Plant,Gamochaeta purpurea,None,Purple Cudweed
825,Vascular Plant,Galinsoga quadriradiata,None,"Peruvian Daisy, Fringed Quickweed"
802,Vascular Plant,Eupatorium album,None,"White Thoroughwort, White Eupatorium"
801,Vascular Plant,Eupatorium,None,Thoroughwort
800,Vascular Plant,Erigeron strigosus,None,"Daisy-Fleabane, Daisy Fleabane, Rough Fleabane, Prairie Fleabane"
799,Vascular Plant,Erigeron pulchellus,None,"Robin's-Plantain, Robin Plantain Fleabane"
798,Vascular Plant,Erigeron philadelphicus,None,Philadelphia Fleabane
797,Vascular Plant,Erigeron annuus,None,"Daisy-Fleabane, Annual Fleabane, White-Top Fleabane, Eastern Daisy Fleabane"
796,Vascular Plant,Erigeron,None,"Fleabane, Daisy"
795,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,None,American Burnweed
803,Vascular Plant,Eupatorium altissimum,None,Tall Thoroughwort
794,Vascular Plant,Erechtites hieraciifolia,None,American Burnweed
792,Vascular Plant,Elephantopus tomentosus,None,"Tobaccoweed, Hairy Tobaccoweed"
791,Vascular Plant,Elephantopus carolinianus,None,"Carolina Elephant-Foot, Carolina Tobaccoweed"
790,Vascular Plant,Eclipta prostrata,None,Eclipta
789,Vascular Plant,Doellingeria umbellata var. umbellata,None,Parasol Whitetop
788,Vascular Plant,Doellingeria infirma,None,Cornel-Leaf Whitetop
787,Vascular Plant,Crepis pulchra,None,Hawk's Beard
786,Vascular Plant,Crepis capillaris,None,"Smooth Hawksbeard, Smooth Hawk's-Beard, Hawk's Beard"
785,Vascular Plant,Cosmos sulphureus,None,Sulphur Cosmos
793,Vascular Plant,Erechtites hieracifolia,None,Burnweed
826,Vascular Plant,Gamochaeta falcata,None,Narrowleaf Purple Everlasting
804,Vascular Plant,Eupatorium capillifolium,None,"Small Dog-Fennel Thoroughwort, Dog-Fennel"
806,Vascular Plant,Eupatorium fistulosum,None,"Hollow Joe-Pye Weed, Joe-Pye-Weed"
824,Vascular Plant,Galinsoga parviflora,None,Gallantsoldier
823,Vascular Plant,Fleischmannia incarnata,None,Pink Thoroughwort
822,Vascular Plant,Eurybia surculosa,None,Creeping Aster
821,Vascular Plant,Eurybia macrophylla,None,Bigleaf Aster
820,Vascular Plant,Eurybia divaricata,None,White Wood Aster
819,Vascular Plant,Eurybia chlorolepis,None,Mountain Aster
818,Vascular Plant,Eupatorium steelei,None,Appalachian Joe-Pye-Weed
817,Vascular Plant,Eupatorium sessilifolium,None,Upland Boneset
805,Vascular Plant,Eupatorium coelestinum,None,Blue Boneset
816,Vascular Plant,Eupatorium serotinum,None,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort"
814,Vascular Plant,Eupatorium rotundifolium var. rotundifolium,None,Roundleaf Thoroughwort
813,Vascular Plant,Eupatorium rotundifolium var. ovatum,None,Roundleaf Thoroughwort
812,Vascular Plant,Eupatorium rotundifolium,None,"Round-Leaved Snake-Root, Round-Leaf Thorough-Wort"
811,Vascular Plant,Eupatorium purpureum,None,"Sweet Joe-Pye Weed, Sweet Or Woodland Joe-Pye-Weed"
810,Vascular Plant,Eupatorium pilosum,None,Rough Boneset
809,Vascular Plant,Eupatorium perfoliatum,None,"Common Boneset, Boneset"
808,Vascular Plant,Eupatorium maculatum,None,"Spotted Joe-Pye Weed, Joe-Pye-Weed"
807,Vascular Plant,Eupatorium hyssopifolium,None,"Narrow-Leaved Snakeroot, Hyssopleaf Thoroughwort"
815,Vascular Plant,Eupatorium rugosum,None,"Snakeroot, White Snakeroot, Richweed"
870,Vascular Plant,Lactuca graminifolia,None,Grassleaf Lettuce
871,Vascular Plant,Lactuca hirsuta,None,Hairy Lettuce
872,Vascular Plant,Lactuca saligna,None,Willowleaf Lettuce
937,Vascular Plant,Solidago gigantea,None,"Tall Goldenrod, Giant Goldenrod, A Goldenrod"
936,Vascular Plant,Solidago flexicaulis,None,"Zig-Zag Goldenrod, A Goldenrod"
935,Vascular Plant,Solidago flaccidifolia,None,"Thin-Leaved Goldenrod, Appalachian Golden-Rod"
934,Vascular Plant,Solidago erecta,None,Slender Golden-Rod
933,Vascular Plant,Solidago curtisii,None,Mountain Decumbent Goldenrod
932,Vascular Plant,Solidago canadensis var. scabra,None,Canada Goldenrod
931,Vascular Plant,Solidago caesia,None,"Bluestem Goldenrod, Wreath Goldenrod"
930,Vascular Plant,Solidago bicolor,None,"Silverrod, White Goldenrod"
938,Vascular Plant,Solidago glomerata,None,"Skunk Goldenrod, A Goldenrod"
929,Vascular Plant,Solidago arguta var. caroliniana,None,Carolina Goldenrod
927,Vascular Plant,Solidago arguta,None,"Sharp-Leaved Goldenrod, Cutleaf Goldenrod"
926,Vascular Plant,Solidago altissima,None,Canada Goldenrod
925,Vascular Plant,Solidago,None,Goldenrod
924,Vascular Plant,Smallanthus uvedalius,None,Hairy Leafcup
923,Vascular Plant,Silphium trifoliatum var. trifoliatum,None,Whorled Rosinweed
922,Vascular Plant,Silphium compositum,None,"Rosin-Weed, Kindey-Leaf Rosin-Weed"
921,Vascular Plant,Silphium asteriscus var. laevicaule,None,Rosin-Weed
920,Vascular Plant,Silphium asteriscus var. asteriscus,None,Rosin-Weed
928,Vascular Plant,Solidago arguta var. arguta,None,Atlantic Goldenrod
919,Vascular Plant,Silphium asteriscus,None,"Starry Rosinweed, Starry Rosin-Weed"
939,Vascular Plant,Solidago hispida,None,"Yellow Hairy Goldenrod, Hairy Goldenrod"
941,Vascular Plant,Solidago nemoralis var. nemoralis,None,Gray Goldenrod
959,Vascular Plant,Symphyotrichum laeve var. laeve,None,Smooth Blue Aster
958,Vascular Plant,Symphyotrichum dumosum var. dumosum,None,Rice Button Aster
957,Vascular Plant,Symphyotrichum divaricatum,None,Southern Annual Saltmarsh Aster
956,Vascular Plant,Symphyotrichum cordifolium,None,Common Blue Wood Aster
955,Vascular Plant,Symphyotrichum concolor,None,Eastern Silver Aster
954,Vascular Plant,Sonchus asper,None,"Perennial Sowthistle, Spiny-Leaf Sow-Thistle, Prickly Sowthistle, Spiny-Leaf Sowthistle, Prickly Sow Thistle, Spiny Sowthistle, Spiney-Leaved Sonchus"
953,Vascular Plant,Sonchus arvensis ssp. uliginosus,None,Moist Sowthistle
952,Vascular Plant,Soliva sessilis,None,"Field Burrweed, Field Soliva"
940,Vascular Plant,Solidago juncea,None,Early Goldenrod
951,Vascular Plant,Solidago uliginosa,None,Bog Goldenrod
949,Vascular Plant,Solidago speciosa var. speciosa,None,Showy Goldenrod
948,Vascular Plant,Solidago speciosa var. rigidiuscula,None,Showy Goldenrod
947,Vascular Plant,Solidago speciosa var. erecta,None,Erect Goldenrod
946,Vascular Plant,Solidago rugosa ssp. aspera,None,Rough-Stemmed Goldenrod
945,Vascular Plant,Solidago roanensis,None,"Roan's Goldenrod, Tennessee Golden-Rod"
944,Vascular Plant,Solidago puberula,None,"Hairy Goldenrod, Downy Goldenrod"
943,Vascular Plant,Solidago patula,None,"Rough-Leaved Goldenrod, Roundleaf Goldenrod"
942,Vascular Plant,Solidago odora,None,"Fragrant Goldenrod, Sweet Goldenrod"
950,Vascular Plant,Solidago sphacelata,None,"Heart-Leaved Goldenrod, Autumn Goldenrod"
918,Vascular Plant,Sericocarpus linifolius,None,Narrowleaf Whitetop Aster
917,Vascular Plant,Sericocarpus asteroides,None,Toothed Whitetop Aster
916,Vascular Plant,Senecio obovatus,None,"Spatulate-Leaved Ragwort, Round-Leaf Groundsel"
891,Vascular Plant,Pluchea camphorata,None,"Marsh Fleabane, Camphorweed"
890,Vascular Plant,Pityopsis graminifolia var. latifolia,None,Narrowleaf Silkgrass
889,Vascular Plant,Pityopsis graminifolia var. graminifolia,None,Grass-Leaved Golden Aster
888,Vascular Plant,Picris hieracioides,None,Hawkweed Oxtongue
886,Vascular Plant,Packera obovata,None,Roundleaf Ragwort
885,Vascular Plant,Packera aurea,None,Golden Ragwort
884,Vascular Plant,Packera anonyma,None,Small's Ragwort
883,Vascular Plant,Oligoneuron rigidum var. rigidum,None,Stiff Goldenrod
892,Vascular Plant,Polymnia canadensis,None,"Leaf-Cup, White-Flower Leafcup"
882,Vascular Plant,Oclemena acuminata,None,Whorled Wood Aster
880,Vascular Plant,Liatris squarrulosa,None,"Earle's Blazing Star, Appalachian Gayfeather"
879,Vascular Plant,Liatris squarrosa,None,Scaly Blazing Star
878,Vascular Plant,Liatris spicata,None,"Spike Gay-Feather, Dense Blazing Star"
877,Vascular Plant,Liatris scariosa,None,Devil's Bite
876,Vascular Plant,Liatris aspera,None,"Tall Blazing Star, Rough Gayfeather, Tall Gayfeather"
875,Vascular Plant,Leucanthemum vulgare,None,"Oxeye-Daisy, Oxeyedaisy, Daisy, Oxeye Daisy, Ox-Eye Daisy"
874,Vascular Plant,Lapsana communis,None,"Nipplewort, Common Nipplewort"
873,Vascular Plant,Lactuca serriola,None,"Prickly Lettuce, Wild Lettuce, China Lettuce"
881,Vascular Plant,Matricaria discoidea,None,"Disc Mayweed, Pineapple-Weed Chamomile"
893,Vascular Plant,Polymnia laevigata,None,Tennessee Leafcup
894,Vascular Plant,Prenanthes alba,None,"White Rattlesnakeroot, White Rattlesnake-Root"
895,Vascular Plant,Prenanthes altissima,None,"Tall Rattlesnake-Root, Tall Rattlesnakeroot"
915,Vascular Plant,Senecio aureus,None,Golden Ragwort
914,Vascular Plant,Senecio anonymus,None,"Small's Ragwort, Yellow Ragwort"
912,Vascular Plant,Rudbeckia triloba,None,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan"
911,Vascular Plant,Rudbeckia laciniata var. laciniata,None,Cutleaf Coneflower
910,Vascular Plant,Rudbeckia laciniata var. humilis,None,Coneflower
909,Vascular Plant,Rudbeckia laciniata var. digitata,None,Cutleaf Coneflower
908,Vascular Plant,Rudbeckia hirta var. pulcherrima,None,"Blackeyed Susan, Pinewoods Coneflower, Narrow-Leaved Black-Eyed Susan"
907,Vascular Plant,Rudbeckia hirta var. hirta,None,Black-Eyed Susan
906,Vascular Plant,Rudbeckia hirta,None,Blackeyed Susan
905,Vascular Plant,Rudbeckia fulgida var. umbrosa,None,Orange Coneflower
904,Vascular Plant,Rudbeckia fulgida var. fulgida,None,Orange Coneflower
903,Vascular Plant,Rudbeckia fulgida,None,Orange Coneflower
902,Vascular Plant,Ratibida pinnata,None,Pinnate Prairie Coneflower
901,Vascular Plant,Pyrrhopappus carolinianus,None,"Carolina False-Dandelion, False Dandelion"
900,Vascular Plant,Pseudognaphalium obtusifolium ssp. obtusifolium,None,Rabbittobacco
899,Vascular Plant,Pseudognaphalium helleri ssp. helleri,None,Heller's Cudweed
898,Vascular Plant,Prenanthes trifoliolata,None,"Lion's Foot, Three-Leaved Rattlesnake-Root"
897,Vascular Plant,Prenanthes serpentaria,None,"Lion's-Foot, Rattlesnakeroot"
896,Vascular Plant,Prenanthes roanensis,None,"Roan's Rattlesnakeroot, Roan Rattlesnakeroot"
961,Vascular Plant,Symphyotrichum lowrieanum,None,Lowrie's Blue Wood Aster
1140,Vascular Plant,Rumex crispus,None,"Curly Dock, Yellow Dock, Narrowleaf Dock, Sour Dock, Curled Dock"
1141,Vascular Plant,Rumex obtusifolius,None,Bitter Dock
1142,Vascular Plant,Rumex patientia,None,Patience Dock
1388,Vascular Plant,Strophostyles helvula,None,Trailing Fuzzybean
1387,Vascular Plant,Senna obtusifolia,None,"Sicklepod, Java-Bean"
1386,Vascular Plant,Senna marilandica,None,"Maryland Senna, Wild Senna"
